11	631,609,745,395,89,554,743,613,740,992,899,892,825,1177,599,307,1101,412,1122,845,944,730,574,1066,106,1269,499|1405,733,959,199,377,701,319,861,194,395,554,1391,203,879,1352,613,171,640,1330,20,1373,899,1390,742,42,924,825,211,599,318,63,458,1394,1091,1015,548,240,845,1329,730,1129,1239,334,673,44,985,522,1079,542,1073,1206,499,120|21885,23482,17254,19731,19158,16264,5594,868,4868,23857,20244,687,9326,8945,17525,13938,17680,20504,757,3161,22758,1195,11372,10081,1196,20395,16831,17453,688,4863,14521,4820,934,4111,8342,11867,14949,18444,17710,17856,2051,15743,15207,6675,10245,2432,18123,3201,14961,106,966,7694,17286,21573,9389,3409,7826,22638,2445,120,8429,4413,3780,23170,22327,9486,10699,7798,20334,15492,22492,7955,6125,10351,15788,4295,21580,11648,3089,490,5857,2777,5852,19396,22532,22188,3128,7838,13215,23200,19708,13255,22320,1915,5046,2518,7614,3964,17508,4561,20593,5849,2173,2253,4275,19083,8128,2041,6238,19222,14487,14523,23759,440,353,10640,21140,21537,8454,3325,7501,21267,20144,1831,360,15191,21906,10140,18320,5981,7736,743,15914,10639,4885,3184,22624,6718,1766,2674,17969,13393,19060,23091,9043,11664,1775,11490,7757,16510,657,23035,23256,10221,20725,5799,19150,22666,5567,21200,20832,15225,13876,3348,4576,3327,21108,6192,292,21434,19405,15931,6210,11917,3342,17357,20597,4957,267,14056,511,11239,18147,19167,899,5506,19997,19030,14108,11588,4517,23047,2110,18899,8823,2366,18204,13125,21641,8963,14641,5364,12851,2350,15269,2774,13320,18479,16935,3164,6762
12	|1212,874,1348,917|23687
13	1281,730,334,499|915,311,431,645,1239,745,244,394,1122,1073,1212,874,917,1348,435,824,909,1054,1280|3551,13832,20083,20535,5538,23252,21768,5816,7491,5211,3100,17694,21372,4616,18893,17485,871,20520,23579,23054,8104,23720,685,15491,12170,8915,17315,1857,12240,7389,16924,5162
14	1228|232|6279
15	418,210,1233,168,939,509,476,803,409,1204,510,499,582,373,1344|180,418,634,1171,321,801,39,52,235,331,68,1393,701,448,194,838,1007,1391,514,684,1052,840,1061,680,940,918,57,630,300,33,1113,742,192,708,762,895,101,688,63,1347,1394,622,168,93,458,1241,965,721,1134,289,797,1205,867,977,58,44,1193,522,1182,509,355,476,706,204,1073,962,200,907,570,82,1275,499,1256,373,305,1216|23799,11039,22927,1753,16887,16870,14840,8711,2449,20756,21855,22872,1106,21078,4905,7146,4836,1437,14875,7759,7556,17036,10592,15493,14981,22620,1062,19588,10970,7098,2648,8799,6544,5737,21347,18125,2967,10419,14306,6190,7921,11004,17011,17294,23407,6806,3918,7827,7978,22360,20568,14292,21917,19204,20284,19757,5073,3265,22777,921
16	640,1185,899|45,643,44,1394,640,20,701,499,1239|10009
17	899||4261
18	259,499,824,334,424|1030,1061,899,919|11608,5808,737
19	||
20	956,476,499,912,730,334,1311|915,1065,274,1061,841,1221,917,1348,435,288,1054,431,645,1122,1212,909,1239,1280,311,1070,244,394,86,169,1073,874,988,855|16937,23999,2892,9832,13164,16864,18553,331,19541,6838,582,23964,22103,18906,13200,14574,16547,12684,3100,17694,6408,12182,22556,17485,2019,19672,15,7329,8605,880,4570,13749,18227,22149,2104,20263,13056,275,17315,8091,700,7653,6407,23460,21027
21	1281,334,476,499|915,1065,745,1348,917,435,1054,431,645,1091,1122,460,1212,909,284,1280,311,244,86,1073,874|21970,13832,17844,1338,23252,22368,5245,22791,7491,20916,6408,9680,13316,23579,23054,3695,2117,685,14398,10799,19075,8915,1857,7389
22	418,1402,1240,533,590,1391|418,477,1224,535,590,765,17|12334,16384,4394,9079,9003,13112,13321,16777,22002,11887,18432,15947,7263,14230,6036,639,11506,10301,5891
23	||
24	460,499|915,311,645,244,86,841,1212,874,917,1348,435,909,1280|14181,4045,21324,4938,7428,189,3842,20607,17176,20589,17509,298,6892,9898,3905,11423,2084,1392,14389,15635,16031,9771,20835,13768,8577,23618,19199,4309,11613,24080,14275,3669,2930,17441,8306,11025,452
25	|1348|6577
26	259,1281,745,1179,499,824,334,424|915,1065,431,795,645,244,497,1122,1073,909,1212,874,899,1348,745,435,917,1239,284,1280|22438,13450,18615,18430,4660,10745,20716,13103,10243,3210,21542,21827,6678,10142,14066,24227,6012
27	259,1281,460,1179,499,824,334,424|915,1065,274,497,189,745,795,1061,841,107,1221,917,1348,435,288,1054,431,645,1091,1122,460,1212,909,1239,284,1280,311,1070,244,86,394,1073,116,874,824|16937,22100,23999,6824,19091,13103,1711,3730,15477,24206,20177,23643,20510,7050,17622,23936,14066,18615,4309,8091,7428,8003,4580,14025,16864,648,12457,21768,3210,21827,15645,18706,18459,11079,17694,14389,13317,22951,4660,6626,22295,13779,10176,9093,16428,3665,21168,3341,13288,15903,9413,6348,16504,1184,17509,19297,23411,1747,9957,994,3905,3042,14763,19572,22556,4889,8812,7396,19672,10243,9035,1150,13702,6705,14131,13450,6754,18122,14275,8306,24227,19697,23296,13318,3228,7505,7024,15285,189,4201,4778,18906,16873,8767,18702,14846,3620,1259,2084,10601,15635,12529,9254,22673,15,18872,13039,9695,18142,1918,20716,16816,9459,342,21542,6678,22537,452
28	526||6005
29	418,1313,223,725,409,882,711,514,365,1061,872,107,899,272,195,1054,1022,431,789,541,449,168,437,909,797,411,1240,991,962,705,499,373|853,180,801,831,687,680,866,272,24,192,1005,93,553,822,1231,797,1205,1345,1193,1182,346,989,570,1216,39,507,52,1331,235,535,527,838,1367,590,544,348,862,895,1401,986,1349,1151,1134,289,101,373,304,448,659,1171,172,331,715,13,514,840,145,808,99,638,641,916,1150,432,1263,867,58,509,1320,269,204,275,1297,962,200,82,295,305,418,321,439,681,1393,1061,852,455,708,1241,622,1008,721,1346,720,327,476,50,595,907,1275|20207,66,23315,5765,23150,14840,4949,8749,12226,16581,15250,3571,919,6185,16100,462,2439,21855,18924,23531,78,10997,4836,1437,17656,2835,520,2679,9392,18554,20879,18070,3967,20991,1407,8352,9518,21629,21684,9275,14528,2967,13226,7337,413,5054,3871,8355,17768,19504,20442,15628,11581,23407,12155,18337,18364,5896,16356,22636,1516,13053,948,952,3265,11793,3333,14011,13853,6622,921
30	|1061,274,1122,874,1221,988,824,1280|12071,16454,18785
31	773|194,44,701,203|8144,12387,3437
32	334,499|915,1065,274,497,189,1061,1221,917,1348,435,1290,1054,431,645,1091,1122,1212,909,1239,284,1280,311,1070,244,86,874,988,824|9251,6510,19123,6824,5947,13400,13023,5343,2554,1711,4732,8574,6892,1363,23643,11843,2331,7050,12911,21773,2873,18615,11855,10806,355,22736,23524,1703,2930,14068,5162,22420,16074,14025,17098,16864,2921,5230,11079,10882,16846,4681,12182,862,18635,23054,22923,12418,8201,12776,8950,9093,11033,16428,19199,276,17118,21741,10097,18553,24034,15903,6348,15594,23964,22284,5502,4001,5112,3042,500,22556,429,16031,11145,9035,23813,2459,23618,275,2337,14275,11545,7505,5074,15285,189,17993,298,8767,11423,2776,21730,18416,22673,15,18872,11274,22530,21201,41,16816,23664
33	590,1391,917|44,1232,523,284,765,438,1039|19367,18332
34	1068,831,701,868,842,203,865,1402,1224,1358,516,1308,454,179,917,192,318,29,1276,25,362,724,1205,522,1240,19,765,955,728,1063,1309,535,527,838,590,1391,1039,1352,1183,883,1348,1090,1312,1394,1091,730,228,643,985,775,257,499,875,975,36,733,675,839,667,194,1184,1059,963,345,184,326,1307,793,1390,924,119,402,783,962,1076,418,406,681,1051,92,299,1219,1366,1061,1330,399,899,708,307,1386,533,624,607,1340,44,981,844|910,180,1068,140,801,831,701,830,796,1354,842,809,1402,1224,1358,516,1308,890,179,454,383,1137,29,188,160,1104,93,749,129,362,906,1030,934,523,48,540,797,316,1389,522,1240,578,19,765,955,468,1154,1063,1309,507,535,527,670,590,1391,1039,1183,459,774,46,123,1226,742,1374,1090,895,714,412,1312,926,1394,1091,249,642,1299,392,1284,202,730,228,1134,1362,633,398,775,529,628,163,257,502,875,1326,387,331,839,995,75,194,221,803,1184,424,322,1209,1059,837,345,1307,793,930,762,1177,1185,477,63,1239,676,800,204,349,962,149,23,438,1368,418,634,206,681,718,1219,1084,1061,564,613,453,455,1071,399,899,177,478,15,533,944,166,1346,372,1340,44,476,10,1073,907,754,17,270|14716,12020,15080,7349,15947,9283,24083,9565,16249,2296,17097,2361,3382,7129,21377,16456,10827,22235,12920,19077,14147,15859,5372,8816,3273,8618,18741,5013,13169,10222,19720,5167,14842,5320,23980,23028,13668,13534,10121,1549,4757,4274,7313,14642,15963,1579,15770,8223,13949,21819,9336,16210,21083,5891,11688,8345,17957,10182,23875,11601,5750,2105,22002,15413,13348,2121,20350,12541,3854,8517,8539,19946,7414,19437,13682,23155,13140,2900,11335,4428,9870,14778,8792,15258,1784,738,5406,9537,10544,9333,8775,5291,20382,11112,17162,19793,8361,10591,20008,13116,13658,23797,1022,13034,22123,17408,16777,6697,5054,1667,10316,19719,23655,21327,22593,4511,8006,23803,9114,7667,21597,22187,151,2840,169,11965,15293,11694,13750,15484,15308,4798,18433,1004,15146,20466,5657,9809,18509,6751,17649,13404,693,18729,1487,15588,2973,8742,19635,13523,21399,6185,3117,19979,2992,21143,17603,21667,11166,23852,3151,15355,1197,1801,9650,8036,6100,8849,4437,12755,7998,13617,8851,23653,22810,1099,19703,10604,7427,17021,5910,3464,18504,10378,12680,9802,3123,14231,1777,2137,17484,3635,19491,8244,2622,12902,17358,10805,12591,9828,2591,12209,12492,7587,19945,11321,8879,9314,16040,3426,1107,4240,21043,4294,5997,11981,1272,406,4347,13118,2094,11488,5253,12412,20402,10381,16250,14695,23844,9631,14062,2277,21716,15465,21203,17231,19470,8768,13686,3909,7519,3007,16792,16789,13994,18138,16297,17538,21655,4267,1995,17456,13836,7390,9965,13563,23169,7007,1544,177,17513,6905,14653,4110,11614,21024,5629,24063,16823,3476,6739,6786,13067,3331,20275,17782,12681,5417,16078,17984,11240,23206,20049,735,3033,17570,14221,17438,19184,21026,4601,10888,11699,6031,1605,9764,13500,11690,9219,3206,20141,12950,8211,18298,13189,15134,18707,6174,2692,21139,9328,2058,8562,17600,6256,2330,22433,9707,22499,807,18310,4290,10459,3785,20700,5106,2636,4268,8085,2882,9409,12125,18463,9418,21874,11906,3278,3847,81,23966,22524,15840,14880,17770,3889,22571,8905,7184,18224,17916,10485,1143,2557,6659,20357,9131,8645,14377,22959,17745,22514,22027,12628,17679,3251,18260,19480,15109,6880,4718,22776,9937,2258,13763,4148,17551,2667,2698,21042,17330,6040,2304,22984,4948,3789,20287,11578,12573,17385,22903,5525,4967,23412,19128,8300,21925,12376,2651,15579,21531,17260,6757,5595,13549,15345,9384,16728,17566,18542,1023,2192,17478,5797,19323,23410,21202,10915,11551,4102,12065,14890,12944,14095,11887,14407,649,9127,2334,3961,4034,16829,4538,2783,9900,12330,20754,17801,18247,4200,1532,12169,9365,2513,181,12162,1007,7738,20849,10545,6651,4568,4362,23551,12063,7407,5484,23197,8921,20991,11791,16017,3425,13229,15643,12925,9871,7775,6208,7548,23446,10371,4589,21672,23943,6710,16015,21055,108,17743,18135,8796,22616,10317,4443,472,14753,17915,14704,12891,3768,14161,131,19802,13106,21142,18780,23356,19008,10817,10075,5333,17143,18810,1076,1361,20133,14479,20706,2738,15852,23998,16576,439,6473,14598,16802,14358,10092,21206,4932,14611,12061,2686,2032,6276,7878,1958,17519,9079,286,13608,3469,10578,4231,18193,22451,892,22617,24167,8499,2839,5373,9540,16170,12826,22479,11132,23537,21041,5569,14144,19432,11800,3321,21694,11125,9860,144,18816,4706,19387,21709,13562,18000,22798,5885,8705,20694,4850,10242,23070,1313,6743,15920,3506,18689,16220,20790,18880,13985,8711,20378,17198,395,19233,5255,10521,16791,4527,8987,2682,7666,17156,22543,2904,19044,9144,31,7627,15892,3122,22660,15565,5673,12545,6999,341,1469,18023,19817,16865,11375,12319,13506,6586,2144,10447,17464,10398,18901,20676,15821,9407,13444,21577,673,20301,15771,9373,15022,18775,4002,1079,5729,11454,21361,3453,4050,10327,9799,556,21756,13414,11817,21229,22268,2811,15532,14972,3040,19778,22125,2737,6877,2259,16712,5814,21147,15186,16206,489,9247,6981,23085,12332,17634,17920,5386,8086,23140,386,6124,19818,4192,15154,10813,21734,15730,6844,21625,21725,3943,20351,14781,5026,19857,22046,16121,6494,7263,20333,22964,1781,20073,8051,4553,4923,11883,9847,158,7701,4195,19959,23973,4100,18432,18190,2132,20046,18485,15895,6829,13068,3607,7176,16613,3676,2411,12537,20002,22189,2890,7279,6160,18710,3944,4412,17850,12850,436,4414,23622,10513,20010,5235,4057,12010,23234,23942,18248,8516,2643,11734,10231,22326,17106,23451,22754,6808,20659,17245,20833,14752,22089,6280,18757,10297,2718,18967,6422,7161,17250,19383,4927,23338,18167,12615,6098,4342,7360,6642,5801,2080,21257,18721,408,2804,1606,19272,1680,5758,21299,16384,4755,7830,23347,4784,4664,19604,22366,3303,24109,22940,19766,21555,19035,5983,23340,3368,5927,4861,8913,3534,3975,7174,9235,24202,21784,19001,22486,21234,9089,13741,22746,17849,2623,2402,11651,22759,3776,22480,7612,7346,5064,16469,9268,5012,18985,1536,22329,18724,354,10646,17458,18888,4774,14194,16194,2854,21246,16303,14190,7044,2708,11170,22197,12867,17387,853,7030,22866,18289,9941,13036,20171,10431,2499,4622,9885,672,4069,1542,8708,8431,13049,20293,22388,14322,22547,20961,21659,4693,9988,12410,5562,5120,15587,2583,8029,12932,8102,12211,19162,6032,10065,16094,11080,19709,13497,8421,22292,1788,17497,15399,14318,9641,1984,6421,14225,19052,8496,16604,8784,16651,22869,11655,14522,12485,14923,6151,20863,17943,2837,10933,22642,5137,17713,19104,14922,2808,11922,21843,11989,18823,4609,17043,10983,18532,18239,9824,6217,16261,5860,17079,18077,2069,5337,6431,17690,18979,20955,19500,21867,16314,13800,14032,23692,16624,9753,7444,4716,18319,20804,8252,21696,9032,639,6000,18750,23398,12129,10395,5332,8889,14386,7378,21836,4394,3870,16658,18233,11463,8649,13217,3890,5782,23121,14267,2931,8676,14366,2385,20355,21247,5033,18234,15808,4812,15445,2877,4465,6703,7851,15805,2087,21451,22839,1479,23900,9122,4067,20502,9742,6242,10052,22792,6396,14848,13391,18709,23201,11506,9595,10803,638,4332,6542,20272,14787,20546,1656,16353,20381,2100,14584,17722,9281,18938,22365,10452,21732,15021,8956,16993,18273,4457,17595,23856,16861,5966,1457,7743,12828,12921,22939,22698,3942,9683,826,7631,16447,20552,14549,4786,19421,2241,4762,3197,19668,18345,18029,13495,1428,10396,24142,658,16327,14303,1344,4467,14466,1366,3060,20925,9739,1665,1884,9148,20145,7247,11849,19399,22583,18170,20364,5360,8534,19916,22876,6011,20882,5051,18820,622,1977,23435,9704,9536,13168,15549,19504,18097,15927,10870,11049,12638,3298,9200,15072,2814,15230,7817,15299,9356,2390,20432,13195,3748,2140,11999,11898,14932,5327,12274,17400,2491,23226,10988,8214,15100,15580,16562,4611,22674,9909
35	853,1313,831,771,701,725,554,865,1358,516,917,1372,24,192,272,1137,127,129,1030,25,881,822,64,379,797,522,1240,19,988,728,1063,535,576,838,590,1391,717,872,356,895,1054,1401,431,1394,1149,730,411,1018,985,775,1163,257,499,304,584,760,105,827,1230,194,803,1184,514,1246,345,99,1390,930,168,119,694,1263,598,783,210,269,1297,275,705,1076,1107,418,631,299,582,711,365,564,399,1407,1043,364,541,787,686,483,1102,785,44,1324,476,844|910,853,180,801,831,701,830,1385,1337,879,182,1052,1402,250,516,179,30,1372,272,192,1137,29,618,1198,692,1126,93,780,1261,64,523,797,284,1205,1345,47,1277,183,522,1240,355,1193,346,106,19,570,765,1216,1321,1063,1331,1309,235,52,1014,1075,535,507,770,527,1034,838,115,590,1391,1039,717,1352,1109,1183,78,544,501,1266,386,592,1226,737,550,742,895,1101,431,174,1394,249,1145,1122,639,538,1151,860,730,1134,411,1050,1112,775,628,938,276,461,904,257,829,101,304,1398,1254,448,760,331,194,13,715,181,1007,1184,514,840,707,918,837,345,99,49,1307,33,638,762,1177,1185,477,53,168,1128,317,1329,432,1239,1263,1280,867,58,509,1320,269,204,275,349,962,167,874,200,82,23,295,1076,305,1368,418,451,634,321,681,299,1219,718,947,1061,564,60,852,455,399,899,704,997,1407,708,789,1241,8,177,1125,944,721,1346,607,166,1310,44,720,1324,394,476,1073,342,595,907,1275,754,824|11302,12118,13362,16410,19325,18591,15586,9484,6499,12253,1224,2451,5707,12385,3376,22190,12283,21739,13534,17257,6706,1238,1599,1579,3019,22521,2375,18364,23917,11601,22463,3027,16209,4212,12728,13332,3947,4975,17546,12717,13914,22439,13140,17835,20810,8117,14998,2439,3811,12007,5460,17186,21785,17659,10689,18996,19748,20008,10499,3807,13959,4565,3360,9275,11853,5054,18813,22068,22360,11468,16191,15484,15893,12215,4153,2855,9280,6185,6123,4836,2423,19232,11795,15467,23486,14421,23280,17378,4021,8939,17021,2797,7075,9728,10051,23382,14332,627,12591,2562,12209,6112,13487,2364,7836,3203,17089,16770,12817,8181,16302,11815,21789,5074,7026,1082,19531,14555,9935,17231,2679,16641,3909,3645,1322,3009,5823,15562,10596,7916,18647,11291,15290,1604,8821,5065,16631,919,2260,12602,9129,4828,16689,3830,12669,19863,17246,3577,21917,18848,3531,12648,4814,12999,20864,1371,19220,8386,13085,3892,18402,576,5446,6373,13059,1727,6066,17906,6399,21854,10621,22371,6872,1513,4493,2473,9642,6830,17986,20386,11887,11990,7552,21022,22749,22816,5435,4805,5614,1910,1230,1989,2713,15619,23682,20991,17883,10239,10970,1404,21476,21302,21672,16015,488,23026,6863,17325,12743,4443,5784,11834,21916,2099,3793,439,13623,23740,17564,13334,7366,18519,19005,471,20170,24167,8813,5768,19859,9640,12534,17103,5911,4248,2824,5752,21800,22447,3619,19879,21353,8685,19416,7438,22180,19961,21369,21124,18120,17156,17793,15265,9691,20059,902,1261,233,18740,1301,21595,5624,10896,23175,18567,14635,1193,4368,15214,6541,22437,16916,20770,8248,20621,5226,14987,21895,4905,21758,15427,8489,823,23835,11693,12294,485,2398,16121,6668,15561,21226,14099,19134,9117,20046,448,3607,22992,21642,16359,5788,16734,2725,4057,13747,3420,12948,16519,19313,23792,16518,13032,15628,2126,1429,17719,408,5608,22783,21112,13503,21429,6690,18038,21920,20763,7303,21260,16650,13124,1903,1407,13448,3776,9826,7467,20742,20442,1010,23757,22016,14802,17333,11831,3265,3367,20288,22860,6314,4694,7139,13388,6669,19010,5544,14208,22292,19757,16555,1984,7948,6403,13492,22265,10933,5022,7072,7960,1832,20673,18788,3810,21909,3631,15438,11337,11228,21867,12328,18085,3528,413,1342,12340,6482,574,1516,14267,2941,22941,13853,16450,2441,2984,18234,20421,6525,21914,12910,15780,8228,14760,15028,20686,7152,23824,19556,63,6813,2967,7430,9281,14885,14705,21951,7307,1791,17595,3918,15164,14736,22777,18761,15002,77,9661,7322,2812,9758,7678,13182,23497,8527,24188,20076,2940,10251,17088,10870,20246,18337,14472,11458,15476,571,3708
36	|917,874,431,1348|3551
37	240,282,599,1328|733,701,194,1391,203,879,386,338,42,742,825,458,1394,871,351,119,523,284,44,522,1232,438|11070,14254,5168,11011,13634,19461,403,9621,12963,1729,5381,19530,12426,17390,6207,18264,12576,16030,3945,22158,21402,9330,20150,11249,12797,19229,444,12064,8019,16393,6820,10393,4833,24193,11407,15262,4610,13648,1098,4548,21903,18286,18434,8759,10108,5648,11378,15167,19596,9167,8665,16014,8802,762,18854,20995,15489,13988,7964,5986,1730,7853,16762,15569,7282,1286,23436,16321,10425,17111,22473,1395,20344,21328,4961,21452,7463,805,14382,14081,18437,9863,12714,11982,23293,1102,10126,9337,394,20958,1458,21484,10853
38	910,77,387,701,194,395,554,809,963,345,399,1094,1177,846,318,1185,412,1394,1149,98,187,845,730,932,847,775,522,509,952,1028,499,138,1254,120|910,77,851,681,701,839,535,861,1219,194,1366,1391,1184,203,879,424,1061,1352,1183,809,345,520,20,1064,102,899,1094,742,846,211,29,63,1394,1091,177,227,240,845,414,1329,48,1017,730,724,354,334,44,985,847,522,773,775,1079,1332,1283,349,19,1028,499,138,1254|23334,17625,3912,13211,10834,24051,11574,12884,23623,245,14563,7416,1032,5853,5049,18859,8326,4555,23011,4828,19157,21242,23785,14222,219,13498,5079,5906,11752,13089,14618,13722,20475,21421,14007,1525,8787,20794,13282,419,14943,6300,23002,10299,16179,17464,434,16403,11864,20817,8116,17293,22108,18904,24018,8469,4695,20103,13496,4204,2563,13847,7017,14399,16729,23127,3628,19302,6680,6109,3280,16917,2494,4353,17700,1181,18939,3383,13510,6211,12717,12288,23647,8501,8294,20992,9781,10244,8976,324,3306,4925,7902,5556,16890,13193,10707,13456,18507,22513,18798,12582,11508,8215,9972,11279,19899,3800,12374,23495,9001,1498,18333,4779,14877,22708,16474,24073,337,18646,14159,414,18813,1513,23342,14859,411,22192,118,2048,10589,528,3131,7310,7259,938,16958,20881,13610,4423,21926,21965,17913,12044,1624,18258,18287,15891,17309,19751,1171,19171,17517,18945,15227,14721,5634,19690,19449,6603,15573,6176,4094,9981,2171,7698,16827,6451,4351,5924,8002,4317,7813,3234,8390,22198,17854,1688,21889,14548,11368,23992,7650,18352,8272,6515,20946,15328,21045,5427,10494,22519,20624,2301,17372,19679,16813,13679,1943,935,12748,14345,6286,15847,14240,21669,3702,20006,20736,6576,21411,21845,10511,16338,12051,14569,22055,21116,22080,7871,16155,14077,10059,366,6017,18478,12360,18681,9675,10532,17995,9821,13785,8602,8763,19357,5549,113,8511,4478,6661,1082,16012,10944,23111,8262,17224,581,16781,14866,11765,19846,1167,1207,18936,13333,13239,704,22692,15395,8305,8897,4233,20783,11358,22353,24167,8059,13341,6742,4662,22350,13448,17797,21614,14965,11857,11178,5823,14561,2090,14874,17732,6045,18179,13792,9296,20270,6688,17459,5958,10696,23309,11805,766,12174,10999,3701,10526,6127,4380,19309,19239,18881,12255,5483,3727,7874,19894,23212,13884
39	991,334,499|915,274,919,1061,1221,1348,917,435,1054,431,645,1091,1030,1122,1212,1239,909,284,1280,482,311,1070,244,394,1073,874,988,824|1996,5263,5241,6068,19091,13477,2959,15594,15645,9367,12827,1084,11832,14574,1496,17902,16846,5965,14895,12182,15471,10443,3720,5370,3003,10558,10007,18416,16282,6529,16571,20930,11336,14398,18227,4487,7158,13958,8061,6643,15883,16924,11956
40	1004,613,991,499,730,1129,554,766|405,613,740,499,701,106,1073,299,899,892,335,644,1295,1129,1390|22497,14665,5949,18728,20796,17583,10841,3418,687,21866,18335,17247,3072,17148,4532,5667,12592,19537,7859,23885,18799,10137,9526,21707,8514,4183,21677,208,1488,1834,6929,14481,23976,10038,13690,16347,4585,5186
41	|915,431,874,917,1348,1054|2733
42	334,1311,499|431,645,244,169,1122,1073,1212,874,1348,917,435,909,1054,1280|13749,7329,2019
43	|645,1091,841,1212,874,917,1348|3972,11613,14915
44	640,1185,899|45,643,44,1394,640,20,701,499,1239|10009
45	334,499|274,1061,107|5188,9957,3228,10176,16547,15727,9413
46	1281,956,232,991,499,912,334|915,855,274,497,1061,1221,917,1348,435,1290,1054,431,645,1091,1122,1212,433,909,1239,284,1280,311,244,394,169,1073,874,988,824|5263,5135,17844,13164,16864,17607,331,19541,8688,22103,12827,14574,23411,23548,12684,5211,12213,500,14895,5370,12529,10558,10007,16282,6529,15,16571,20930,7329,880,18227,12170,355,21305,20263,4487,7158,6407,6294,13056,7787,1857,700,23241,15883,23460
47	499|431,645,1212,874,917,1348,824,1054,1280|18893,5538,16538,5816
48	180,789,39,906,83,1014,299,397,756,730,1256,1118|53,622,39,1145,906,938,1075,397,137,533,1034,730,880,440,518,797|19426,20951,2211,10644,23071,18051,6328,23100,178,17660,12864,15351,17066,17792,21953,19930,11401,10402,22551,12832,18066,1835,21681,21437,17362,13210,14347,23749,12365,12189,16149,9103,13596
49	8,406,293,999,1051,941,567,730,193,842|997,883,648,938,533,730,193,0,270|6898,7374,11034,7716,10014,12013,18695,5348
50	499|1091,899,797|16709
51	|1348,1280|9399
52	203||15912
